part,trial,side,flex_mmc_max,automq_flex,ij_mmc,automq_ij,flex_omc_sag_max,ij_omc_sag
P12,17,L,53.23677987113554,58.67638203039401,0.9740119714582315,0.9449461362649443,50.979469024118664,0.9748049709589359
P12,18,L,52.62051199305119,56.1416791882134,0.9596751939798527,0.9670241691932004,47.8218849328399,0.9883709929728536
P12,19,L,48.53155480393518,55.444454443243416,0.949516726193894,0.9581516502855874,47.67537453388595,0.9855949348275398
P12,1,L,43.765164426639394,49.52389517390906,0.93121652829277,0.9590069342475106,43.88532735078559,0.9906959028964544
P12,20,L,53.66055113693242,59.73973333260956,0.9680661922090325,0.9523577353638765,53.04073112556831,0.977116474406619
P12,21,L,49.109890835085515,56.25556050465631,0.972556800340527,0.952033160287659,49.519973138341534,0.9819636147899166
P12,22,L,49.14473766747466,55.55124243191438,0.9657782883751156,0.9399973942384935,48.65196403276774,0.9722623034085642
P12,23,L,50.30295778329953,56.489421694967724,0.958168574742719,0.9575660544350431,49.3234200112069,0.9875385913280537
P12,24,L,52.594610621800385,56.826269748178554,0.9763560530637814,0.9601946328017998,49.21444447552196,0.9832040616675461
P12,25,L,53.901432318353955,59.35456162596255,0.945826137721176,0.9480851998977764,51.86510605679587,0.9742673038546329
P12,26,L,53.52916039553279,60.08452154080328,0.9740102905627137,0.9399359054038567,51.71112341584461,0.9737412838843884
P12,27,L,57.53579184655301,62.96839281587079,0.9664307890878941,0.9463927551502339,53.83763039126375,0.980322298800859
P12,28,L,57.01862842010146,62.648676770443245,0.9569498892870384,0.9620734809687143,54.8397694237204,0.9810624202711364
P12,29,L,60.00093365596058,64.71287760875202,0.9391939024098126,0.929696765598991,56.77815300944719,0.9679594659807513
P12,2,L,48.60110685702662,54.15781465165658,0.9516298575486729,0.9742287226777131,47.19437815503813,0.9899530278317953
P12,30,L,57.56324178229323,63.157979224153024,0.96522007729954,0.9465929625505352,54.560479274929996,0.9695226310732196
P12,31,L,58.09813966327347,64.62284992600217,0.9669242322969006,0.9412720800489748,55.370084725166535,0.9683476805885568
P12,32,L,59.36513773782688,65.24676949146571,0.9539656858946692,0.9519098744553243,56.044697727419894,0.9788435284513364
P12,33,L,60.46867984627407,63.74429799369846,0.9079122561486634,0.9687939421663214,54.89052197150714,0.984312865250857
P12,34,L,40.85571764345575,50.1306974288298,0.9828800618903514,0.9382618656475337,46.78048851993326,0.976699131964642
P12,35,L,42.90754455734325,50.30473684789308,0.9724581241515574,0.9567663675128425,45.10366470987506,0.9751137843938015
P12,36,L,48.61058909622246,57.80550730030063,0.9676181906561847,0.9578860557775141,50.44090308881445,0.9764614910083749
P12,37,L,44.8069434340386,55.02830207755538,0.9852512642770007,0.9416390390043239,46.670174593136664,0.9720182851271997
P12,38,L,42.797201562461964,52.300531832646406,0.9627071413833284,0.9526294935403721,43.630919178398514,0.9803234487172136
