part,cond,amq_std,our_std,lean_std,amq_vs_lean,our_vs_lean
P12,unaffected,7.52976176514127,6.913600145878289,0.49969168566439354,-0.9691054085345606,0.9839253109941797
P12,unaffected,7.216590067566971,6.848853610777625,0.4204158042722177,-0.9565973913808273,0.9639302304733185
P12,unaffected,6.778101579838811,6.709729652701405,0.381744307143302,-0.6909918010870231,0.6293633785527265
P12,unaffected,8.359237784137434,7.7582664512232,0.613962835262982,-0.8313837689272792,0.8642485762100187
P12,unaffected,7.259314331639436,6.458627086777206,0.5873734691605743,-0.9161145046185988,0.945168449644087
P12,unaffected,7.8252855786659286,7.089555490687803,0.6514071807364767,-0.980353458439272,0.9838394931813652
P12,unaffected,7.18945656891043,6.246249137789269,0.5944584843879229,-0.8854658719413789,0.9266694082233429
P12,unaffected,7.299421391104366,6.713950620575858,0.280576199969589,-0.7520404431715455,0.7130807355320933
P12,unaffected,7.95776159335816,6.933071665512073,0.9135522958577363,-0.901316674722562,0.9423080405670959
P12,unaffected,7.4885529426012125,6.775700409409143,0.6571721660171077,-0.9379806391530199,0.9620587625491562
P12,unaffected,8.138662105329063,7.158732955946984,0.8528773494965324,-0.8556822181082346,0.9090148790239816
P12,unaffected,7.613010900019697,6.719517084405689,0.5894232563506439,-0.8594695175416275,0.9035042072027893
P12,unaffected,8.103854698965142,7.081698125222258,0.7499157844619646,-0.9220791672359879,0.9536317916286317
P12,unaffected,7.186714291307515,6.345771386040935,0.2824224464352347,-0.8592661229774422,0.890792818700675
P12,unaffected,7.860638858863197,6.829713058408462,0.7758343418571392,-0.9061548225090621,0.9433840756051912
P12,unaffected,8.241221601488311,7.198014876185165,0.5478941604400684,-0.9331517882468803,0.9578020407612696
P12,unaffected,7.975715672828463,6.737503305424117,0.7416743563117987,-0.9260246014359219,0.9513104738538097
P12,unaffected,7.9052663984903,7.191390259384017,0.4256398334943894,-0.9320895379329334,0.9553442448191587
P12,unaffected,7.759956334225607,6.915810992961519,0.550962716543255,-0.9598200063364845,0.9783043521939963
P12,unaffected,7.9592167082481105,6.982028965856723,0.503827928276498,-0.8288884042798311,0.8567363836745125
P12,unaffected,7.376962765734694,6.6755251558697655,0.5481973138059015,-0.9678732523704859,0.9833917172367713
P12,unaffected,7.931258853505351,7.247234189890847,0.3524345329143687,-0.9523543480173985,0.9678359001543891
P12,unaffected,7.442693703760544,6.783567545303847,0.36815590450612407,-0.9555207896374958,0.966010750626424
P12,unaffected,7.995615526851982,6.968093010702979,0.6336483621420486,-0.8763775864603415,0.9114863011764514
P12,unaffected,7.29111528294518,6.31179523300664,0.7145912507847099,-0.8933780860526944,0.9157385845193313
P12,unaffected,6.856290933225739,6.452525784725602,0.36430394823538725,-0.9286273037780397,0.9312964324104109
P12,unaffected,7.008793566143412,6.204750137267516,0.683918497392898,-0.9425287162153283,0.9681080068052333
P12,unaffected,7.679075157033658,6.6227676747119615,0.8797020379588645,-0.7731051006581113,0.8376231401719191
P12,unaffected,7.710805673529526,6.645859880177261,0.8135736368430317,-0.8676772511053671,0.9126018412491993
P12,unaffected,8.077125969824285,7.059018000900399,0.7096876714845,-0.9222598909307106,0.9523355427440494
P12,unaffected,7.800022492028428,7.007608561242819,0.4613902315788893,-0.8164316870022201,0.8536848181837391
P12,unaffected,9.77008558499193,8.513076452331251,1.0356763343861892,-0.8594071513643332,0.9052450836491994
P12,unaffected,8.53557353479142,7.731957000830318,0.3662996151980954,-0.7588259140974954,0.7862914977743098
P12,unaffected,8.238878880469017,7.549082889591633,0.7521632988130272,-0.954690299697448,0.9774830365878859
P12,unaffected,8.604907133854248,7.574167701725406,1.117103387792794,-0.882341307221951,0.9299875995720206
P12,unaffected,8.585284984266668,7.102443138516325,1.0376790949290646,-0.824540604618072,0.8820097326640826
P12,unaffected,9.287269313854148,8.115156897282148,1.1232130398813271,-0.839688909330143,0.895568345026964
P12,unaffected,8.519637094468036,7.267482277317112,0.6680019499746008,-0.8860226577755838,0.9262547383658336
P12,affected,9.077419921057755,10.018720467915465,0.2162783624373121,0.033413188939563035,-0.010515717681831587
P12,affected,9.769596873149528,10.729920839821187,0.3711404523150464,0.36385744695141714,-0.43326907218222144
P12,affected,8.872570131058607,9.55428871968846,0.4961262999390837,-0.915110368161784,0.9375912962650553
P12,affected,9.414506416544013,9.92565665452995,0.1549429714441048,-0.8741091697696242,0.8950502319804409
P12,affected,9.82006218440388,10.716790596034095,0.1969328520237936,-0.6888408198962617,0.6458410678830183
P12,affected,9.549480904592029,10.040437479944854,0.3072741038018208,-0.9423981318691614,0.9583663025202568
P12,affected,8.871340901172067,9.367052319863623,0.37547555193746973,-0.8400890387541595,0.8753805848496372
