src,part,trial,drink_outside_hold,short_hold,short_drink,hold_touches_start,hold_touches_end,no_rest_pre,no_rest_post,cup_nan_frac,hand_nan_frac,no_track
mmc_c3kf,P07,trial_7_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P07,trial_7_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P07,trial_7_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
omc,P07,trial_80_R_affected,False,False,False,False,False,False,False,0.0013089005235602095,0.0013089005235602095,
mmc,P07,trial_80_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P07,trial_80_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P07,trial_80_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P07,trial_80_R_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P07,trial_81_R_affected,False,False,False,False,False,False,False,0.0014005602240896359,0.0014005602240896359,
mmc,P07,trial_81_R_affected,False,False,False,False,False,False,False,0.0,0.004201680672268907,
mmc_c3kf,P07,trial_81_R_affected,False,False,False,False,False,False,False,0.0,0.004201680672268907,
mmc_c3kf_wr,P07,trial_81_R_affected,False,False,False,False,False,False,False,0.0,0.004201680672268907,
mmc_c3kf_wr2,P07,trial_81_R_affected,False,False,False,False,False,False,False,0.0,0.004201680672268907,
omc,P07,trial_82_R_affected,False,False,False,False,False,False,False,0.0014326647564469914,0.0014326647564469914,
mmc,P07,trial_82_R_affected,False,False,False,False,False,False,False,0.0,0.0057306590257879654,
mmc_c3kf,P07,trial_82_R_affected,False,False,False,False,False,False,False,0.0,0.0057306590257879654,
mmc_c3kf_wr,P07,trial_82_R_affected,False,False,False,False,False,False,False,0.0,0.0057306590257879654,
mmc_c3kf_wr2,P07,trial_82_R_affected,False,False,False,False,False,False,False,0.0,0.0057306590257879654,
omc,P07,trial_83_R_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P07,trial_83_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P07,trial_83_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P07,trial_83_R_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P07,trial_83_R_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P07,trial_8_L_unaffected,False,False,False,False,False,False,False,0.002127659574468085,0.002127659574468085,
mmc,P07,trial_8_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P07,trial_8_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P07,trial_8_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P07,trial_8_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
omc,P07,trial_9_L_unaffected,False,False,False,False,False,False,False,0.0019801980198019802,0.0019801980198019802,
mmc,P07,trial_9_L_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P07,trial_9_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P07,trial_9_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P07,trial_9_L_unaffected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_10_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_10_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_10_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_10_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_10_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_13_R_unaffected,False,False,False,False,False,False,False,0.0030581039755351682,0.0030581039755351682,
mmc,P08,trial_13_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_13_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_13_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_13_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_14_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_14_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_14_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_14_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_14_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_15_R_unaffected,False,False,False,False,False,False,False,0.001763668430335097,0.001763668430335097,
mmc,P08,trial_15_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_15_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_15_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_15_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0018656716417910447,0.0018656716417910447,
mmc,P08,trial_19_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_19_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_19_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_19_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_20_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_20_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_20_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_20_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_20_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_21_R_unaffected,False,False,False,False,False,False,False,0.00202020202020202,0.00202020202020202,
mmc,P08,trial_21_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_21_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_21_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_21_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_23_R_unaffected,False,False,False,False,False,False,True,0.0017241379310344827,0.0017241379310344827,
mmc,P08,trial_23_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_23_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_23_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_23_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_26_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_26_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_26_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_26_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_26_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_29_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_29_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_29_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_29_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_29_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_2_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_2_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_2_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_2_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_2_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_30_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_30_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_30_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_30_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_30_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_37_R_unaffected,False,False,False,False,False,False,False,0.0028368794326241137,0.0028368794326241137,
mmc,P08,trial_37_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_37_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_37_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_37_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_3_R_unaffected,False,False,False,False,False,False,False,0.0019801980198019802,0.0019801980198019802,
mmc,P08,trial_3_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_3_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_3_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_3_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_42_R_unaffected,False,False,False,False,False,False,False,0.0018214936247723133,0.0018214936247723133,
mmc,P08,trial_42_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_42_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_42_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_42_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_44_R_unaffected,False,False,False,False,False,False,False,0.0017793594306049821,0.0017793594306049821,
mmc,P08,trial_44_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_44_R_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_44_R_unaffected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_44_R_unaffected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_47_R_unaffected,False,False,False,False,False,False,False,0.0015290519877675841,0.0015290519877675841,
mmc,P08,trial_47_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_47_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_47_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_47_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_4_R_unaffected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_4_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_4_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_4_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_4_R_unaffected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_50_L_affected,True,False,True,False,False,False,False,0.002173913043478261,0.002173913043478261,
mmc,P08,trial_50_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_50_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_50_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_50_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_52_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_52_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_52_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_52_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_52_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_53_L_affected,False,False,False,False,False,False,False,0.001941747572815534,0.001941747572815534,
mmc,P08,trial_53_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_53_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_53_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_53_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_54_L_affected,False,False,False,False,False,False,False,0.0018450184501845018,0.0018450184501845018,
mmc,P08,trial_54_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_54_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_54_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_54_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_55_L_affected,False,False,False,False,False,False,False,0.0015503875968992248,0.0015503875968992248,
mmc,P08,trial_55_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_55_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_55_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_55_L_affected,False,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_56_L_affected,True,False,False,False,False,False,False,0.0017953321364452424,0.0017953321364452424,
mmc,P08,trial_56_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_56_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_56_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_56_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_58_L_affected,False,False,False,False,False,False,False,0.0016155088852988692,0.0016155088852988692,
mmc,P08,trial_58_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_58_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_58_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_58_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_59_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_59_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_59_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_59_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_59_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_60_L_affected,False,False,False,False,False,False,False,0.0017543859649122807,0.0017543859649122807,
mmc,P08,trial_60_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_60_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_60_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_60_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_61_L_affected,True,False,False,False,False,False,False,0.0017513134851138354,0.0017513134851138354,
mmc,P08,trial_61_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_61_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_61_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_61_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_62_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_62_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_62_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_62_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_62_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_63_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_63_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_63_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_63_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_63_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_64_L_affected,True,False,False,False,False,False,False,0.0035026269702276708,0.0035026269702276708,
mmc,P08,trial_64_L_affected,True,False,False,False,False,False,False,0.0,0.0017513134851138354,
mmc_c3kf,P08,trial_64_L_affected,True,False,False,False,False,False,False,0.0,0.0017513134851138354,
mmc_c3kf_wr,P08,trial_64_L_affected,True,False,False,False,False,False,False,0.0,0.0017513134851138354,
mmc_c3kf_wr2,P08,trial_64_L_affected,True,False,False,False,False,False,False,0.0,0.0017513134851138354,
omc,P08,trial_65_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_65_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_65_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_65_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_65_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_68_L_affected,False,False,False,False,False,False,False,0.0019120458891013384,0.0019120458891013384,
mmc,P08,trial_68_L_affected,True,False,False,False,False,False,False,0.0,0.0019120458891013384,
mmc_c3kf,P08,trial_68_L_affected,True,False,False,False,False,False,False,0.0,0.0019120458891013384,
mmc_c3kf_wr,P08,trial_68_L_affected,True,False,False,False,False,False,False,0.0,0.0019120458891013384,
mmc_c3kf_wr2,P08,trial_68_L_affected,True,False,False,False,False,False,False,0.0,0.0019120458891013384,
omc,P08,trial_69_L_affected,True,False,False,False,False,False,False,0.0017241379310344827,0.0017241379310344827,
mmc,P08,trial_69_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_69_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_69_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_69_L_affected,True,False,False,False,False,False,False,0.0,0.0,
omc,P08,trial_73_L_affected,False,False,False,False,False,False,False,0.0017271157167530224,0.0017271157167530224,
mmc,P08,trial_73_L_affected,True,False,False,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_73_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_73_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr2,P08,trial_73_L_affected,True,False,True,False,False,False,False,0.0,0.0,
omc,P08,trial_74_L_affected,False,False,False,False,False,False,False,0.0,0.0,
mmc,P08,trial_74_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf,P08,trial_74_L_affected,True,False,True,False,False,False,False,0.0,0.0,
mmc_c3kf_wr,P08,trial_74_L_affected,True,False,True,False,False,False,False,0.0,0.0,
