part,k,subset,cov,err_wr,err_el,err_sh
P07,2,3,,25.294563575042535,42.46756610134336,34.35739681102348
P07,2,4,,29.155094071767497,46.85626617219186,73.72867265877574
P07,2,12,40.72708511352539,25.12426796365836,55.91174185142573,39.75527258532468
P07,2,13,45.72364807128906,24.72299750199408,46.911256041070274,41.10216281385108
P07,2,14,80.72357177734375,21.477925369395592,51.237211700396,50.06267117896935
P07,2,23,10.890088081359863,33.19972533777496,70.24160736370406,47.76308003863383
P07,2,24,42.33165740966797,21.012028773396157,57.70779370643225,49.828115210373966
P07,2,34,35.06327438354492,25.50536862915597,48.5098882483958,49.38456400747023
P07,3,12,40.72708511352539,22.89964639637081,55.86932437333087,34.531471802257
P07,3,13,45.72364807128906,21.634894829521283,45.53220629702163,35.34440761810142
P07,3,14,80.72357177734375,18.54400799820997,49.85707684002266,44.75775421040277
P07,3,23,10.890088081359863,22.62023357499859,50.523248177234514,34.689160942157336
P07,3,24,42.33165740966797,19.38848776134925,52.85428223881824,39.42631771089376
P07,3,34,35.06327438354492,22.74540667068316,42.2026891416948,38.38179727493593
P07,3,123,32.44694137573242,22.589483120298663,51.594688863051154,40.91442777151258
P07,3,124,54.5941047668457,19.06240973923507,53.95533174813247,47.17058074051524
P07,3,134,53.83683395385742,22.276997401418036,47.1226898828963,44.232494185546464
P07,3,234,29.4283390045166,22.820248946327528,53.45288906936301,49.31826062204996
P07,4,123,32.44694137573242,20.775996403708064,50.240274453480446,35.681351004227075
P07,4,124,54.5941047668457,17.945263013134706,52.60790156732271,40.41141140914546
P07,4,134,53.83683395385742,20.49304340552327,45.422624739137085,39.477618407904295
P07,4,234,29.4283390045166,20.91134319757358,49.306611237851975,38.99769204126046
P07,4,1234,42.57655715942383,20.67787964936273,50.9194968998476,45.13563084947435
P07,5,1234,42.57655715942383,19.48071105497367,49.43519758331522,39.5204258797841
