part,cond,fstd,r_raw,pert_std,r_shrink
P12,unaffected,6.719517084405692,0.9794749332817966,0.0017758158837728787,0.8166870570214433
P12,unaffected,7.081698125222262,0.9856259386552756,0.0011358522952772156,0.8356586316047523
P12,unaffected,6.345771386040939,0.9804919695530272,0.0019448883831668796,0.8013841948193443
P12,unaffected,6.829713058408471,0.9841267458232718,0.001208844494867068,0.824954424453777
P12,unaffected,7.198014876185164,0.9895647798714542,0.001158990942977241,0.843110655158639
P12,unaffected,6.737503305424123,0.9819723637301048,0.0015140096759263522,0.8194956334114446
P12,unaffected,7.191390259384024,0.9804226925096258,0.0015302566712892835,0.835093774405456
P12,unaffected,6.91581099296152,0.9879416690362693,0.0012701327950746205,0.8314799615382515
P12,unaffected,6.982028965856719,0.9591659347183246,0.0022252568482504583,0.8096822380262789
P12,unaffected,6.675525155869783,0.9846299908407552,0.0012389335572390132,0.8191849985531829
P12,unaffected,7.247234189890847,0.9824541450013277,0.0016283003943759699,0.8387327229516304
P12,unaffected,6.783567545303833,0.9749023229353737,0.0018619031874392926,0.8154215331066468
P12,unaffected,6.968093010702964,0.9760554970705296,0.0017490939965898978,0.8234257823554147
P12,unaffected,6.311795233006645,0.9567616365493598,0.0024119984477793607,0.7804497298982283
P12,unaffected,6.452525784725605,0.9768873043522049,0.0018023341530507154,0.8032530536307875
P12,unaffected,6.204750137267498,0.961347111710175,0.0022048132112893323,0.7791930073992442
P12,unaffected,6.6227676747119535,0.9653433559557396,0.0020823467270563198,0.8009862361369364
P12,unaffected,6.645859880177252,0.9733982973958221,0.0017906576205822709,0.8086248487515993
P12,unaffected,7.059018000900399,0.9772522305531481,0.0015850081238719073,0.8277484115321896
P12,unaffected,7.007608561242819,0.9877324332419136,0.001297627125280369,0.8347447295469764
P12,unaffected,8.51307645233125,0.9715105092181674,0.0015801378855957108,0.8641908893559147
P12,unaffected,7.73195700083032,0.9586712612091818,0.0021691165211096654,0.8332329785182248
P12,unaffected,7.549082889591629,0.9904292732277299,0.0009844360940433584,0.8553475110630635
P12,unaffected,7.574167701725399,0.9700970523720598,0.0016988489554231882,0.8385446277498394
P12,unaffected,7.1024431385163185,0.9876053224642236,0.0012513196179554506,0.83808066978529
P12,unaffected,8.115156897282155,0.9821674523767538,0.0012870856976777705,0.8640802708796278
P12,unaffected,7.267482277317117,0.9765849245563717,0.00233571223264351,0.8344013174366283
P12,affected,10.018720467915456,0.9292935443612915,0.0018049502196188008,0.8528257933604465
P12,affected,10.729920839821192,0.9702615629183088,0.0014070396905585725,0.8999137858902982
P12,affected,9.554288719688453,0.9742454964731283,0.0014418077598873796,0.8868120911949923
P12,affected,9.925656654529934,0.9749717948737183,0.0013106332723834058,0.8933604154914208
P12,affected,10.7167905960341,0.9741869246756194,0.0011723697526234832,0.9033939445287735
P12,affected,10.040437479944854,0.9618520777930938,0.0012964449824033482,0.8830191994929522
