part,hip_vis,tilt,flex_mmc,flex_omc,gt
P12,0.8861283643892339,7.873287081230094,45.03600083893413,50.44775514552138,57.65115235506891
P12,1.0,7.920756306826868,53.88408865381467,61.264393045944296,56.28626965527588
P12,1.0,7.171861892785114,50.52158205321176,57.3735919750273,53.01022032458698
P13,1.0,1.8808553523609226,43.303424580484844,41.48012443149925,53.13466661463801
P13,1.0,2.464574165960834,46.16653028793099,43.706011055631784,54.13017469152809
P13,1.0,1.1269704721317841,42.150851104097804,41.03706716304438,49.855183537658554
P13,1.0,2.485120410468181,43.02661250730868,41.35944717491278,52.648356442382926
P13,1.0,1.8282884279177845,45.87044027463555,44.39035465826239,54.4417633618613
P13,1.0,1.826180782131417,43.48834112411543,41.93923043790128,53.99260595491334
P13,1.0,2.5125662241557527,43.22450284359736,40.82479594242411,53.70991309051965
P13,1.0,3.4263260667277193,45.156692747314864,45.22263269534563,56.31297746182126
P13,1.0,2.3181661097252815,43.85510876941106,41.66274059175533,53.91214124588261
P13,1.0,2.416443945990411,43.45826270382591,41.05487259805317,52.38739739848547
P13,1.0,3.608612823202683,43.55233008380229,40.27309889763544,53.44378013270408
P13,0.9858823529411764,2.234014718135078,44.41842475583824,42.19109782483847,51.62362437707402
P13,1.0,3.3296464126549994,46.521006091342905,43.30636934221145,55.1987163868154
P13,1.0,2.756877835136453,43.425431171780446,40.668583460586916,54.6902668971156
P13,1.0,2.5513095125298904,44.235675746749074,41.70051292465566,55.36879445803225
P13,1.0,1.4827502939370276,44.540398447188835,43.12533659564522,55.62743029764807
P13,1.0,2.5373416730181737,40.92361842820024,38.44466922587436,52.07161798547975
P13,1.0,1.1243823452295743,42.64978836417265,41.54741345115367,55.24812176109367
P13,1.0,3.8326481246655684,43.76023159166572,44.31775866092192,57.354535327715844
P13,1.0,1.3989268008639373,43.0844697547312,41.686581315734486,53.936247035418255
P13,1.0,2.916174029623936,43.775664197948245,40.91386697898961,55.15678110854264
P13,1.0,3.013974224394546,42.411800730582435,39.54602765125551,53.421196248771125
P13,1.0,3.114160943442877,43.38537779184856,40.32573155237856,53.82274116440686
P13,1.0,3.44892369753744,43.70063649994543,40.689247489118145,55.09911198996406
P13,1.0,3.6976408869782236,42.75174986062046,39.28358574531603,54.46705542219799
P13,1.0,3.68914118336155,43.458808817136486,39.94557705307114,53.5080402151316
P13,1.0,5.26683907026078,44.50385045755693,39.267739902783966,53.91422731136592
P13,1.0,3.11686786892905,42.044460697468764,42.038829142558,52.482883233269575
P13,1.0,4.061678334270086,42.782503920442245,38.81013033227658,54.303838516655446
P13,0.979498861047836,2.8702912052574163,48.66543065884009,45.99005309519315,51.11897656953029
P13,0.9956616052060737,2.321068085323367,48.61856640934106,47.48026516925637,49.44140388663866
P13,0.9399141630901288,2.284394983798553,49.901289467625446,47.74677159232132,50.44117322618505
P13,0.6689497716894978,4.598089241120434,49.379260413442076,46.55761222043814,48.87481366272135
P13,0.6907730673316709,3.7907775795243213,48.11848909177477,45.803912848154695,49.645117874962686
P13,0.7014563106796117,3.4956042897025137,47.20691985955011,44.95119730156688,49.119651912697016
P13,0.7099056603773585,3.2787478265744436,48.249965416004905,45.852186410375694,49.94710752408818
P13,0.553014553014553,4.311543294824503,46.541810209816845,43.526470840083014,46.065744360406114
P13,0.7283653846153846,3.2689983321916003,44.48720971445111,43.9354653714717,47.48326413924009
P13,1.0,3.0675475727546506,44.98695263871934,43.883605337388275,55.285980923029264
P13,0.7200902934537246,4.2548715618308,45.8987671134822,43.72482313610305,46.91811927622957
P13,0.7016317016317016,4.359941082150859,47.93386918283939,46.07667404829527,54.2384263741633
P13,0.6850574712643678,4.096497848482137,47.68916553351152,44.631479368085465,51.63989094530942
P13,0.728538283062645,3.89425199140965,46.95279968881028,44.28762521179009,50.248624395639816
P13,0.6811279826464208,3.4699753410653575,43.8034602779574,43.43248617463466,47.85650996514721
P13,0.7369565217391304,4.5753143825198945,45.90877075236033,43.49624109307129,49.19648233739748
P13,0.7310344827586207,3.6371672890227753,44.95180469139004,42.87241037565075,48.70596569913394
P13,0.7151394422310757,4.349207449138652,42.322010073745496,39.332247734875885,44.82013672468886
P13,1.0,4.027980372555305,43.4170914169433,40.96440455958415,53.76412026543668
P13,0.6637931034482759,3.7883711500209567,43.86008630171244,41.29066995513552,46.24307276641172
P13,0.7258426966292135,3.7433474093359127,43.78198574525303,41.66362705597452,47.5558022617812
P13,0.7267080745341615,3.7088179846975327,43.64044241576231,42.24516466321022,48.757916846521134
P13,0.7314410480349345,3.239691980739144,46.10479630570316,43.201633462701956,47.208685520549764
P13,0.7600849256900213,3.7671931783500057,45.88563314525441,42.82514514832781,50.70555083550628
P13,0.7388392857142857,4.305389397683859,46.47907627679547,43.84490757498949,52.9032244407374
